epoch,train_loss,train_acc,val_loss,val_acc
162,0.038070,1.000000,0.580949,0.806667
163,0.039171,1.000000,0.581891,0.803333
164,0.052382,1.000000,0.583681,0.800000
165,0.041146,0.992857,0.586034,0.800000
166,0.053985,0.985714,0.590664,0.796667
167,0.052909,0.992857,0.593556,0.796667
168,0.030022,1.000000,0.596595,0.793333
169,0.035932,1.000000,0.598601,0.790000
170,0.042252,1.000000,0.597172,0.793333
171,0.034695,1.000000,0.596433,0.793333
172,0.047476,0.985714,0.596160,0.796667
173,0.030464,1.000000,0.593835,0.803333
174,0.042426,1.000000,0.589443,0.806667
175,0.035668,1.000000,0.584527,0.806667
176,0.030946,1.000000,0.580312,0.813333
177,0.054727,1.000000,0.577302,0.816667
178,0.029839,1.000000,0.573837,0.813333
179,0.053010,0.992857,0.570013,0.813333
180,0.044340,1.000000,0.567498,0.813333
181,0.046383,0.992857,0.566183,0.813333
182,0.051961,0.992857,0.566931,0.816667
183,0.042022,0.992857,0.571397,0.813333
184,0.036591,1.000000,0.577496,0.813333
185,0.063198,1.000000,0.586484,0.810000
186,0.054523,0.985714,0.596001,0.810000
187,0.033752,1.000000,0.604400,0.806667
188,0.031119,1.000000,0.608621,0.806667
189,0.042193,1.000000,0.606833,0.810000
190,0.033714,1.000000,0.600834,0.813333
191,0.053866,1.000000,0.592842,0.813333
192,0.051431,0.985714,0.582896,0.816667
193,0.036783,1.000000,0.573762,0.816667
194,0.050156,0.992857,0.566531,0.820000
195,0.053052,0.985714,0.561860,0.816667
196,0.058346,0.992857,0.559361,0.823333
197,0.073401,0.978571,0.560554,0.823333
198,0.036326,1.000000,0.562803,0.820000
199,0.037075,1.000000,0.564963,0.823333
200,0.030674,0.992857,0.568104,0.820000
