epoch,train_loss,train_acc,val_loss,val_acc
128,0.147050,0.983333,0.599263,0.776667
129,0.152630,1.000000,0.598817,0.776667
130,0.146023,0.966667,0.597507,0.783333
131,0.157239,0.983333,0.596651,0.780000
132,0.104873,1.000000,0.594848,0.766667
133,0.146354,0.983333,0.593901,0.756667
134,0.145775,0.966667,0.593809,0.753333
135,0.120604,0.983333,0.593279,0.756667
136,0.117265,1.000000,0.592636,0.753333
137,0.134446,0.983333,0.592854,0.756667
138,0.141464,1.000000,0.594026,0.770000
139,0.119123,1.000000,0.595431,0.783333
140,0.132789,0.983333,0.596346,0.776667
141,0.111668,0.983333,0.596686,0.776667
142,0.135786,0.983333,0.595808,0.776667
143,0.115241,0.983333,0.594239,0.773333
144,0.134903,1.000000,0.593935,0.780000
145,0.125584,1.000000,0.593581,0.780000
146,0.116719,1.000000,0.594380,0.770000
147,0.144429,0.983333,0.595888,0.763333
148,0.113723,1.000000,0.597358,0.763333
149,0.122026,0.966667,0.598627,0.763333
150,0.109820,1.000000,0.598261,0.763333
151,0.125956,1.000000,0.597831,0.773333
152,0.098299,1.000000,0.597122,0.773333
153,0.102421,1.000000,0.595669,0.770000
154,0.112311,1.000000,0.594603,0.773333
155,0.117203,1.000000,0.593749,0.776667
156,0.100112,1.000000,0.593033,0.776667
157,0.108939,1.000000,0.592473,0.776667
158,0.101821,0.983333,0.591583,0.776667
159,0.095454,1.000000,0.590541,0.776667
160,0.106696,1.000000,0.590629,0.776667
161,0.137181,1.000000,0.591038,0.780000
162,0.104510,1.000000,0.590964,0.780000
163,0.115081,1.000000,0.591978,0.783333
164,0.107398,1.000000,0.592612,0.783333
165,0.107029,1.000000,0.593504,0.783333
166,0.104828,1.000000,0.595348,0.780000
167,0.118302,1.000000,0.596218,0.783333
168,0.108252,1.000000,0.597598,0.780000
169,0.156455,0.983333,0.596276,0.780000
170,0.088743,1.000000,0.595625,0.776667
171,0.132331,0.966667,0.593868,0.773333
172,0.112007,1.000000,0.591895,0.773333
173,0.098600,1.000000,0.590715,0.770000
174,0.118316,1.000000,0.590672,0.770000
175,0.095735,0.983333,0.590444,0.763333
176,0.119402,0.983333,0.590587,0.766667
177,0.094638,1.000000,0.591059,0.766667
178,0.098665,1.000000,0.592470,0.766667
179,0.103989,0.983333,0.595058,0.770000
180,0.104286,0.983333,0.596496,0.766667
181,0.090448,1.000000,0.598185,0.763333
182,0.106055,1.000000,0.600169,0.760000
183,0.093716,1.000000,0.601810,0.760000
184,0.104962,1.000000,0.602268,0.763333
185,0.073582,1.000000,0.601408,0.763333
186,0.111686,1.000000,0.599783,0.760000
187,0.103282,1.000000,0.598623,0.766667
188,0.085268,1.000000,0.598455,0.773333
189,0.079526,1.000000,0.598842,0.780000
190,0.076330,0.983333,0.599299,0.780000
191,0.106065,0.983333,0.599377,0.780000
192,0.090817,1.000000,0.600107,0.773333
193,0.118748,0.983333,0.598504,0.773333
194,0.103249,1.000000,0.597848,0.766667
195,0.084639,1.000000,0.597633,0.760000
196,0.073805,1.000000,0.597249,0.756667
197,0.109514,0.983333,0.597811,0.753333
198,0.098842,1.000000,0.598821,0.756667
199,0.103574,1.000000,0.599821,0.760000
200,0.067247,1.000000,0.599069,0.766667
